seller_id,week,total_orders,breaches,sla_breach_rate,avg_rating,n_reviews,avg_exposure_score,total_impressions,total_video_views,total_live_stream_placements,n_returns,return_rate,region,primary_category,tier
SEL0008,2026-06-15,3,3,1.0,2.0,1.0,9.5,3966.0,1949.0,1.0,1.0,0.3333333333333333,UK,Home & Living,Silver
SEL0008,2026-06-29,1,1,1.0,,,3.4,558.0,283.0,0.0,0.0,0.0,UK,Home & Living,Silver
SEL0009,2025-10-06,2,2,1.0,2.0,1.0,35.75,16556.0,7181.0,20.0,2.0,1.0,France,Sports & Outdoors,Silver
SEL0009,2025-10-20,2,1,0.5,3.0,2.0,31.625,13970.0,5900.0,18.0,1.0,0.5,France,Sports & Outdoors,Silver
SEL0009,2025-12-08,1,1,1.0,4.0,1.0,19.4,12912.0,5976.0,8.0,0.0,0.0,France,Sports & Outdoors,Silver
SEL0009,2025-12-15,1,1,1.0,3.0,1.0,19.14,11578.0,5809.0,11.0,1.0,1.0,France,Sports & Outdoors,Silver
SEL0009,2025-12-29,1,1,1.0,2.0,1.0,16.06,10773.0,5277.0,7.0,1.0,1.0,France,Sports & Outdoors,Silver
SEL0009,2026-01-05,1,0,0.0,,,13.940000000000001,9990.0,4799.0,4.0,0.0,0.0,France,Sports & Outdoors,Silver
SEL0009,2026-01-12,2,0,0.0,5.0,1.0,22.683333333333334,15923.0,6499.0,18.0,0.0,0.0,France,Sports & Outdoors,Silver
SEL0009,2026-01-26,1,0,0.0,,,17.683333333333334,13651.0,6334.0,8.0,0.0,0.0,France,Sports & Outdoors,Silver
SEL0009,2026-02-02,1,0,0.0,5.0,1.0,18.783333333333335,13819.0,6602.0,9.0,0.0,0.0,France,Sports & Outdoors,Silver
SEL0009,2026-02-16,2,1,0.5,,1.0,16.8,12329.0,5385.0,11.0,0.0,0.0,France,Sports & Outdoors,Silver
SEL0009,2026-02-23,2,2,1.0,1.0,1.0,13.633333333333335,10856.0,4977.0,7.0,0.0,0.0,France,Sports & Outdoors,Silver
SEL0009,2026-03-16,1,0,0.0,5.0,1.0,9.483333333333333,8199.0,3197.0,3.0,0.0,0.0,France,Sports & Outdoors,Silver
SEL0009,2026-03-23,1,0,0.0,,,9.55,8301.0,4053.0,2.0,0.0,0.0,France,Sports & Outdoors,Silver
SEL0009,2026-04-13,2,2,1.0,2.0,2.0,8.366666666666667,7368.0,3515.0,1.0,1.0,0.5,France,Sports & Outdoors,Silver
SEL0009,2026-04-20,2,2,1.0,1.0,1.0,8.433333333333334,7614.0,3351.0,1.0,2.0,1.0,France,Sports & Outdoors,Silver
SEL0009,2026-04-27,1,1,1.0,4.0,1.0,7.233333333333333,6458.0,3103.0,1.0,1.0,1.0,France,Sports & Outdoors,Silver
SEL0009,2026-05-04,1,0,0.0,,,6.816666666666666,6030.0,2900.0,1.0,0.0,0.0,France,Sports & Outdoors,Silver
SEL0009,2026-05-11,1,1,1.0,2.0,1.0,9.928571428571429,8960.0,4472.0,7.0,1.0,1.0,France,Sports & Outdoors,Silver
SEL0009,2026-05-18,1,1,1.0,,,9.842857142857143,8994.0,4079.0,5.0,0.0,0.0,France,Sports & Outdoors,Silver
SEL0009,2026-05-25,3,0,0.0,2.0,2.0,8.442857142857143,8381.0,4006.0,2.0,1.0,0.3333333333333333,France,Sports & Outdoors,Silver
SEL0009,2026-06-01,2,2,1.0,5.0,1.0,8.342857142857143,8028.0,3345.0,3.0,1.0,0.5,France,Sports & Outdoors,Silver
SEL0009,2026-06-08,2,1,0.5,2.5,2.0,8.0,7603.0,3155.0,3.0,0.0,0.0,France,Sports & Outdoors,Silver
SEL0009,2026-06-15,1,1,1.0,,,7.814285714285715,7800.0,3765.0,2.0,0.0,0.0,France,Sports & Outdoors,Silver
SEL0009,2026-06-29,1,1,1.0,,,,,,,1.0,1.0,France,Sports & Outdoors,Silver
SEL0010,2025-08-25,1,0,0.0,5.0,1.0,54.6,16692.0,7384.0,29.0,0.0,0.0,Italy,Electronics,Silver
SEL0010,2025-09-22,1,1,1.0,,,63.53333333333333,18610.0,8416.0,36.0,0.0,0.0,Italy,Electronics,Silver
SEL0010,2025-10-13,2,0,0.0,,,51.73333333333333,17177.0,7319.0,26.0,0.0,0.0,Italy,Electronics,Silver
SEL0010,2025-10-27,1,0,0.0,,,55.93333333333334,16949.0,7641.0,31.0,0.0,0.0,Italy,Electronics,Silver
SEL0010,2025-11-24,1,0,0.0,,1.0,57.06666666666666,17680.0,6420.0,31.0,0.0,0.0,Italy,Electronics,Silver
SEL0010,2025-12-08,1,0,0.0,,,53.46666666666667,15992.0,6377.0,29.0,0.0,0.0,Italy,Electronics,Silver
SEL0010,2026-01-12,1,0,0.0,,,49.96666666666666,15466.0,7309.0,24.0,0.0,0.0,Italy,Electronics,Silver
SEL0010,2026-02-02,2,1,0.5,2.5,2.0,56.03333333333333,17841.0,6989.0,28.0,1.0,0.5,Italy,Electronics,Silver
SEL0010,2026-02-09,1,0,0.0,,,51.73333333333333,15651.0,6720.0,30.0,0.0,0.0,Italy,Electronics,Silver
SEL0010,2026-03-30,1,0,0.0,,,63.03333333333333,17956.0,7157.0,38.0,0.0,0.0,Italy,Electronics,Silver
SEL0010,2026-04-06,2,0,0.0,,,54.199999999999996,16301.0,6260.0,28.0,0.0,0.0,Italy,Electronics,Silver
SEL0010,2026-05-04,1,1,1.0,,,52.73333333333334,16398.0,6723.0,25.0,0.0,0.0,Italy,Electronics,Silver
SEL0011,2025-03-24,1,0,0.0,2.0,1.0,66.4,6798.0,3438.0,10.0,1.0,1.0,UK,Pet Supplies,Silver
SEL0011,2025-05-26,1,0,0.0,5.0,1.0,51.6,5606.0,2220.0,9.0,0.0,0.0,UK,Pet Supplies,Silver
SEL0011,2025-07-21,1,1,1.0,,,67.8,6205.0,2397.0,14.0,1.0,1.0,UK,Pet Supplies,Silver
SEL0011,2025-08-18,1,0,0.0,,,57.6,5685.0,2128.0,11.0,0.0,0.0,UK,Pet Supplies,Silver
SEL0011,2025-12-22,1,0,0.0,,,56.36666666666667,17747.0,8180.0,26.0,0.0,0.0,UK,Pet Supplies,Silver
SEL0011,2026-01-05,2,0,0.0,,,63.76666666666667,19330.0,9159.0,32.0,0.0,0.0,UK,Pet Supplies,Silver
SEL0011,2026-03-02,1,0,0.0,5.0,1.0,60.53333333333333,18726.0,7566.0,28.0,0.0,0.0,UK,Pet Supplies,Silver
SEL0011,2026-03-09,1,0,0.0,,,64.10000000000001,18954.0,8472.0,36.0,0.0,0.0,UK,Pet Supplies,Silver
SEL0011,2026-03-23,1,0,0.0,1.0,1.0,56.53333333333333,16975.0,7873.0,30.0,0.0,0.0,UK,Pet Supplies,Silver
SEL0011,2026-03-30,1,0,0.0,,,63.13333333333333,18774.0,8755.0,35.0,0.0,0.0,UK,Pet Supplies,Silver
SEL0011,2026-04-06,1,0,0.0,4.0,1.0,51.833333333333336,17195.0,6922.0,28.0,0.0,0.0,UK,Pet Supplies,Silver
SEL0011,2026-06-01,1,1,1.0,2.0,1.0,62.833333333333336,19106.0,8374.0,34.0,0.0,0.0,UK,Pet Supplies,Silver
SEL0011,2026-06-08,1,0,0.0,,,61.53333333333333,17725.0,8320.0,34.0,0.0,0.0,UK,Pet Supplies,Silver
SEL0011,2026-06-22,1,0,0.0,5.0,1.0,64.23333333333333,19276.0,7866.0,34.0,0.0,0.0,UK,Pet Supplies,Silver
SEL0012,2025-12-22,1,0,0.0,,,57.5,5137.0,1867.0,12.0,0.0,0.0,Italy,Home & Living,Silver
SEL0012,2026-01-26,1,1,1.0,3.0,1.0,61.2,5848.0,3167.0,12.0,1.0,1.0,Italy,Home & Living,Silver
SEL0012,2026-02-23,1,1,1.0,3.0,1.0,42.05,8521.0,3466.0,12.0,0.0,0.0,Italy,Home & Living,Silver
SEL0012,2026-03-02,1,0,0.0,4.0,1.0,49.699999999999996,15897.0,7102.0,25.0,0.0,0.0,Italy,Home & Living,Silver
SEL0012,2026-03-16,1,0,0.0,5.0,1.0,36.300000000000004,12292.0,5671.0,13.0,0.0,0.0,Italy,Home & Living,Silver
SEL0012,2026-03-23,1,0,0.0,5.0,1.0,37.699999999999996,13156.0,5594.0,16.0,0.0,0.0,Italy,Home & Living,Silver
SEL0012,2026-03-30,1,1,1.0,,,33.1,11979.0,4969.0,11.0,1.0,1.0,Italy,Home & Living,Silver
